Total Nacional;Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Total Nacional;02 Aragón;Menores de 1 año;Total;2020;0,000
Total Nacional;02 Aragón;Menores de 1 año;Total;2019;0,000
Total Nacional;02 Aragón;Menores de 1 año;Total;2018;10,043
Total Nacional;02 Aragón;Menores de 1 año;Hombres;2021;0,000
Total Nacional;02 Aragón;Menores de 1 año;Hombres;2020;0,000
Total Nacional;02 Aragón;Menores de 1 año;Hombres;2019;0,000
Total Nacional;02 Aragón;Menores de 1 año;Hombres;2018;19,482
Total Nacional;02 Aragón;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;02 Aragón;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;02 Aragón;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;02 Aragón;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Total;2021;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Total;2020;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Total;2019;0,568
Total Nacional;02 Aragón;De 1 a 14 años;Total;2018;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Hombres;2020;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Hombres;2019;1,101
Total Nacional;02 Aragón;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Mujeres;2019;0,000
Total Nacional;02 Aragón;De 1 a 14 años;Mujeres;2018;0,000
Total Nacional;02 Aragón;De 15 a 29 años;Total;2021;4,066
Total Nacional;02 Aragón;De 15 a 29 años;Total;2020;5,635
Total Nacional;02 Aragón;De 15 a 29 años;Total;2019;4,182
Total Nacional;02 Aragón;De 15 a 29 años;Total;2018;6,412
Total Nacional;02 Aragón;De 15 a 29 años;Hombres;2021;7,865
Total Nacional;02 Aragón;De 15 a 29 años;Hombres;2020;6,983
Total Nacional;02 Aragón;De 15 a 29 años;Hombres;2019;8,152
Total Nacional;02 Aragón;De 15 a 29 años;Hombres;2018;11,474
Total Nacional;02 Aragón;De 15 a 29 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 15 a 29 años;Mujeres;2020;4,212
Total Nacional;02 Aragón;De 15 a 29 años;Mujeres;2019;0,000
Total Nacional;02 Aragón;De 15 a 29 años;Mujeres;2018;1,096
Total Nacional;02 Aragón;De 30 a 39 años;Total;2021;1,267
Total Nacional;02 Aragón;De 30 a 39 años;Total;2020;4,981
Total Nacional;02 Aragón;De 30 a 39 años;Total;2019;2,434
Total Nacional;02 Aragón;De 30 a 39 años;Total;2018;5,937
Total Nacional;02 Aragón;De 30 a 39 años;Hombres;2021;2,485
Total Nacional;02 Aragón;De 30 a 39 años;Hombres;2020;8,627
Total Nacional;02 Aragón;De 30 a 39 años;Hombres;2019;3,615
Total Nacional;02 Aragón;De 30 a 39 años;Hombres;2018;9,390
Total Nacional;02 Aragón;De 30 a 39 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 30 a 39 años;Mujeres;2020;1,258
Total Nacional;02 Aragón;De 30 a 39 años;Mujeres;2019;1,229
Total Nacional;02 Aragón;De 30 a 39 años;Mujeres;2018;2,402
Total Nacional;02 Aragón;De 40 a 44 años;Total;2021;4,766
Total Nacional;02 Aragón;De 40 a 44 años;Total;2020;3,752
Total Nacional;02 Aragón;De 40 a 44 años;Total;2019;1,852
Total Nacional;02 Aragón;De 40 a 44 años;Total;2018;1,850
Total Nacional;02 Aragón;De 40 a 44 años;Hombres;2021;9,333
Total Nacional;02 Aragón;De 40 a 44 años;Hombres;2020;3,683
Total Nacional;02 Aragón;De 40 a 44 años;Hombres;2019;3,615
Total Nacional;02 Aragón;De 40 a 44 años;Hombres;2018;3,588
Total Nacional;02 Aragón;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 40 a 44 años;Mujeres;2020;3,824
Total Nacional;02 Aragón;De 40 a 44 años;Mujeres;2019;0,000
Total Nacional;02 Aragón;De 40 a 44 años;Mujeres;2018;0,000
Total Nacional;02 Aragón;De 45 a 49 años;Total;2021;5,491
Total Nacional;02 Aragón;De 45 a 49 años;Total;2020;7,461
Total Nacional;02 Aragón;De 45 a 49 años;Total;2019;5,679
Total Nacional;02 Aragón;De 45 a 49 años;Total;2018;3,830
Total Nacional;02 Aragón;De 45 a 49 años;Hombres;2021;10,672
Total Nacional;02 Aragón;De 45 a 49 años;Hombres;2020;14,529
Total Nacional;02 Aragón;De 45 a 49 años;Hombres;2019;9,221
Total Nacional;02 Aragón;De 45 a 49 años;Hombres;2018;3,737
Total Nacional;02 Aragón;De 45 a 49 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 45 a 49 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 45 a 49 años;Mujeres;2019;1,944
Total Nacional;02 Aragón;De 45 a 49 años;Mujeres;2018;3,928
Total Nacional;02 Aragón;De 50 a 54 años;Total;2021;8,704
Total Nacional;02 Aragón;De 50 a 54 años;Total;2020;8,779
Total Nacional;02 Aragón;De 50 a 54 años;Total;2019;5,898
Total Nacional;02 Aragón;De 50 a 54 años;Total;2018;5,924
Total Nacional;02 Aragón;De 50 a 54 años;Hombres;2021;13,369
Total Nacional;02 Aragón;De 50 a 54 años;Hombres;2020;15,399
Total Nacional;02 Aragón;De 50 a 54 años;Hombres;2019;9,691
Total Nacional;02 Aragón;De 50 a 54 años;Hombres;2018;9,708
Total Nacional;02 Aragón;De 50 a 54 años;Mujeres;2021;3,918
Total Nacional;02 Aragón;De 50 a 54 años;Mujeres;2020;1,978
Total Nacional;02 Aragón;De 50 a 54 años;Mujeres;2019;1,995
Total Nacional;02 Aragón;De 50 a 54 años;Mujeres;2018;2,009
Total Nacional;02 Aragón;De 55 a 59 años;Total;2021;8,144
Total Nacional;02 Aragón;De 55 a 59 años;Total;2020;6,161
Total Nacional;02 Aragón;De 55 a 59 años;Total;2019;6,252
Total Nacional;02 Aragón;De 55 a 59 años;Total;2018;6,363
Total Nacional;02 Aragón;De 55 a 59 años;Hombres;2021;12,089
Total Nacional;02 Aragón;De 55 a 59 años;Hombres;2020;12,196
Total Nacional;02 Aragón;De 55 a 59 años;Hombres;2019;12,388
Total Nacional;02 Aragón;De 55 a 59 años;Hombres;2018;10,513
Total Nacional;02 Aragón;De 55 a 59 años;Mujeres;2021;4,116
Total Nacional;02 Aragón;De 55 a 59 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 55 a 59 años;Mujeres;2019;0,000
Total Nacional;02 Aragón;De 55 a 59 años;Mujeres;2018;2,140
Total Nacional;02 Aragón;De 60 a 64 años;Total;2021;1,125
Total Nacional;02 Aragón;De 60 a 64 años;Total;2020;4,587
Total Nacional;02 Aragón;De 60 a 64 años;Total;2019;7,123
Total Nacional;02 Aragón;De 60 a 64 años;Total;2018;4,923
Total Nacional;02 Aragón;De 60 a 64 años;Hombres;2021;2,276
Total Nacional;02 Aragón;De 60 a 64 años;Hombres;2020;9,216
Total Nacional;02 Aragón;De 60 a 64 años;Hombres;2019;11,928
Total Nacional;02 Aragón;De 60 a 64 años;Hombres;2018;7,449
Total Nacional;02 Aragón;De 60 a 64 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 60 a 64 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 60 a 64 años;Mujeres;2019;2,363
Total Nacional;02 Aragón;De 60 a 64 años;Mujeres;2018;2,440
Total Nacional;02 Aragón;De 65 a 69 años;Total;2021;0,000
Total Nacional;02 Aragón;De 65 a 69 años;Total;2020;4,165
Total Nacional;02 Aragón;De 65 a 69 años;Total;2019;4,231
Total Nacional;02 Aragón;De 65 a 69 años;Total;2018;5,666
Total Nacional;02 Aragón;De 65 a 69 años;Hombres;2021;0,000
Total Nacional;02 Aragón;De 65 a 69 años;Hombres;2020;2,877
Total Nacional;02 Aragón;De 65 a 69 años;Hombres;2019;2,927
Total Nacional;02 Aragón;De 65 a 69 años;Hombres;2018;2,941
Total Nacional;02 Aragón;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 65 a 69 años;Mujeres;2020;5,365
Total Nacional;02 Aragón;De 65 a 69 años;Mujeres;2019;5,444
Total Nacional;02 Aragón;De 65 a 69 años;Mujeres;2018;8,198
Total Nacional;02 Aragón;De 70 a 74 años;Total;2021;6,122
Total Nacional;02 Aragón;De 70 a 74 años;Total;2020;4,570
Total Nacional;02 Aragón;De 70 a 74 años;Total;2019;3,064
Total Nacional;02 Aragón;De 70 a 74 años;Total;2018;12,484
Total Nacional;02 Aragón;De 70 a 74 años;Hombres;2021;6,553
Total Nacional;02 Aragón;De 70 a 74 años;Hombres;2020;6,514
Total Nacional;02 Aragón;De 70 a 74 años;Hombres;2019;3,271
Total Nacional;02 Aragón;De 70 a 74 años;Hombres;2018;23,320
Total Nacional;02 Aragón;De 70 a 74 años;Mujeres;2021;5,745
Total Nacional;02 Aragón;De 70 a 74 años;Mujeres;2020;2,862
Total Nacional;02 Aragón;De 70 a 74 años;Mujeres;2019;2,882
Total Nacional;02 Aragón;De 70 a 74 años;Mujeres;2018;2,936
Total Nacional;02 Aragón;De 75 a 79 años;Total;2021;1,817
Total Nacional;02 Aragón;De 75 a 79 años;Total;2020;5,592
Total Nacional;02 Aragón;De 75 a 79 años;Total;2019;3,894
Total Nacional;02 Aragón;De 75 a 79 años;Total;2018;16,623
Total Nacional;02 Aragón;De 75 a 79 años;Hombres;2021;4,053
Total Nacional;02 Aragón;De 75 a 79 años;Hombres;2020;8,303
Total Nacional;02 Aragón;De 75 a 79 años;Hombres;2019;4,352
Total Nacional;02 Aragón;De 75 a 79 años;Hombres;2018;27,914
Total Nacional;02 Aragón;De 75 a 79 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 75 a 79 años;Mujeres;2020;3,383
Total Nacional;02 Aragón;De 75 a 79 años;Mujeres;2019;3,524
Total Nacional;02 Aragón;De 75 a 79 años;Mujeres;2018;7,510
Total Nacional;02 Aragón;De 80 a 84 años;Total;2021;7,591
Total Nacional;02 Aragón;De 80 a 84 años;Total;2020;4,911
Total Nacional;02 Aragón;De 80 a 84 años;Total;2019;4,698
Total Nacional;02 Aragón;De 80 a 84 años;Total;2018;10,926
Total Nacional;02 Aragón;De 80 a 84 años;Hombres;2021;12,211
Total Nacional;02 Aragón;De 80 a 84 años;Hombres;2020;11,915
Total Nacional;02 Aragón;De 80 a 84 años;Hombres;2019;5,704
Total Nacional;02 Aragón;De 80 a 84 años;Hombres;2018;15,861
Total Nacional;02 Aragón;De 80 a 84 años;Mujeres;2021;4,321
Total Nacional;02 Aragón;De 80 a 84 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 80 a 84 años;Mujeres;2019;3,994
Total Nacional;02 Aragón;De 80 a 84 años;Mujeres;2018;7,449
Total Nacional;02 Aragón;De 85 a 89 años;Total;2021;5,673
Total Nacional;02 Aragón;De 85 a 89 años;Total;2020;2,807
Total Nacional;02 Aragón;De 85 a 89 años;Total;2019;16,818
Total Nacional;02 Aragón;De 85 a 89 años;Total;2018;19,889
Total Nacional;02 Aragón;De 85 a 89 años;Hombres;2021;0,000
Total Nacional;02 Aragón;De 85 a 89 años;Hombres;2020;7,406
Total Nacional;02 Aragón;De 85 a 89 años;Hombres;2019;29,684
Total Nacional;02 Aragón;De 85 a 89 años;Hombres;2018;37,675
Total Nacional;02 Aragón;De 85 a 89 años;Mujeres;2021;9,100
Total Nacional;02 Aragón;De 85 a 89 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 85 a 89 años;Mujeres;2019;9,009
Total Nacional;02 Aragón;De 85 a 89 años;Mujeres;2018;9,122
Total Nacional;02 Aragón;De 90 a 94 años;Total;2021;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Total;2020;5,922
Total Nacional;02 Aragón;De 90 a 94 años;Total;2019;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Total;2018;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Hombres;2020;18,416
Total Nacional;02 Aragón;De 90 a 94 años;Hombres;2019;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Hombres;2018;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Mujeres;2019;0,000
Total Nacional;02 Aragón;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;02 Aragón;95 y más años;Total;2021;0,000
Total Nacional;02 Aragón;95 y más años;Total;2020;38,135
Total Nacional;02 Aragón;95 y más años;Total;2019;0,000
Total Nacional;02 Aragón;95 y más años;Total;2018;0,000
Total Nacional;02 Aragón;95 y más años;Hombres;2021;0,000
Total Nacional;02 Aragón;95 y más años;Hombres;2020;72,899
Total Nacional;02 Aragón;95 y más años;Hombres;2019;0,000
Total Nacional;02 Aragón;95 y más años;Hombres;2018;0,000
Total Nacional;02 Aragón;95 y más años;Mujeres;2021;0,000
Total Nacional;02 Aragón;95 y más años;Mujeres;2020;25,821
Total Nacional;02 Aragón;95 y más años;Mujeres;2019;0,000
Total Nacional;02 Aragón;95 y más años;Mujeres;2018;0,000
Total Nacional;03 Asturias, Principado de;Todas las edades;Total;2021;3,374
Total Nacional;03 Asturias, Principado de;Todas las edades;Total;2020;2,462
Total Nacional;03 Asturias, Principado de;Todas las edades;Total;2019;3,529
Total Nacional;03 Asturias, Principado de;Todas las edades;Total;2018;4,784
Total Nacional;03 Asturias, Principado de;Todas las edades;Hombres;2021;5,197
Total Nacional;03 Asturias, Principado de;Todas las edades;Hombres;2020;4,533
Total Nacional;03 Asturias, Principado de;Todas las edades;Hombres;2019;6,357
Total Nacional;03 Asturias, Principado de;Todas las edades;Hombres;2018;6,740
Total Nacional;03 Asturias, Principado de;Todas las edades;Mujeres;2021;1,709
Total Nacional;03 Asturias, Principado de;Todas las edades;Mujeres;2020;0,566
Total Nacional;03 Asturias, Principado de;Todas las edades;Mujeres;2019;0,939
Total Nacional;03 Asturias, Principado de;Todas las edades;Mujeres;2018;2,993
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Total;2021;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Total;2020;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Total;2019;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Total;2018;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Hombres;2021;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Hombres;2020;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Hombres;2019;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Hombres;2018;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;03 Asturias, Principado de;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Total;2021;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Total;2020;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Total;2019;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Total;2018;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Hombres;2020;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Hombres;2019;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Mujeres;2019;0,000
Total Nacional;03 Asturias, Principado de;De 1 a 14 años;Mujeres;2018;0,000
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Total;2021;4,233
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Total;2020;0,840
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Total;2019;7,600
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Total;2018;10,966
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Hombres;2021;6,609
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Hombres;2020;1,641
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Hombres;2019;13,200
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Hombres;2018;13,208
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Mujeres;2021;1,737
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Mujeres;2020;0,000
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Mujeres;2019;1,730
Total Nacional;03 Asturias, Principado de;De 15 a 29 años;Mujeres;2018;8,623
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Total;2021;2,832
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Total;2020;1,798
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Total;2019;1,709
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Total;2018;4,852
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Hombres;2021;3,788
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Hombres;2020;1,798
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Hombres;2019;3,414
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Hombres;2018;6,464
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Mujeres;2021;1,882
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Mujeres;2020;1,798
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Mujeres;2019;0,000
Total Nacional;03 Asturias, Principado de;De 30 a 39 años;Mujeres;2018;3,238
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Total;2021;2,523
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Total;2020;6,100
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Total;2019;7,129
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Total;2018;1,174
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Hombres;2021;5,069
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Hombres;2020;12,195
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Hombres;2019;14,225
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Hombres;2018;2,336
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Mujeres;2020;0,000
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Mujeres;2019;0,000
Total Nacional;03 Asturias, Principado de;De 40 a 44 años;Mujeres;2018;0,000
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Total;2021;4,682
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Total;2020;3,559
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Total;2019;4,818
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Total;2018;3,653
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Hombres;2021;9,424
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Hombres;2020;7,163
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Hombres;2019;9,692
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Hombres;2018;7,341
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Mujeres;2021;0,000
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Mujeres;2020;0,000
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Mujeres;2019;0,000
Total Nacional;03 Asturias, Principado de;De 45 a 49 años;Mujeres;2018;0,000
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Total;2021;0,000
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Total;2020;1,239
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Total;2019;1,234
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Total;2018;6,136
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Hombres;2021;0,000
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Hombres;2020;2,509
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Hombres;2019;2,507
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Hombres;2018;10,003
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Mujeres;2020;0,000
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Mujeres;2019;0,000
Total Nacional;03 Asturias, Principado de;De 50 a 54 años;Mujeres;2018;2,410
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Total;2021;6,172
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Total;2020;1,224
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Total;2019;1,218
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Total;2018;3,639
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Hombres;2021;12,739
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Hombres;2020;2,527
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Hombres;2019;2,515
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Hombres;2018;5,016
Total Nacional;03 Asturias, Principado de;De 55 a 59 años;Mujeres;2021;0,000
